run_id,iteration,prompt_id,slang_term,term_type,model,correct_letter,literal_letter,model_answer,is_correct,chose_literal,full_prompt,raw_response,timestamp_utc
30,1,row_029,Chad,Identity,local_phi4,D,A,B,False,False,"In the following sentence, what does ""Chad"" mean?
That was a total chad move.

Select only one answer.
A) small pieces of paper or cardboard produced in punching paper tape or data cards; also : a piece of chad.
B) Someone who acts tries to act entertaining and amuzingly relentlessly
C) Saying something secretive or to keep low profile
D) A stereotypical alpha male that is strong, handsome, and attracts women.

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:13.967556+00:00
31,1,row_030,Chaddam,Identity,local_phi4,D,,B,False,False,"In the following sentence, what does ""Chaddam"" mean?
Did you see the chaddam at the restraunt earlier?

Select only one answer.
A) An endeering term used towards ones significant other
B) Fuckboy, someone just looking for sex
C) A criminal that turned their life arpound and are legitimate
D) An incel term for an attractive middle eastern man

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:14.149135+00:00
32,1,row_031,Chang,Drugs,local_phi4,C,,C,True,False,"In the following sentence, what does ""Chang"" mean?
Hey , you got a hookup for chang?

Select only one answer.
A) drunk
B) Someone who is the last person to leave a location and the first to come back in the morning
C) cocaine
D) Weak or effeminate

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:14.324507+00:00
33,1,row_032,Chat,General,local_phi4,C,D,D,False,True,"In the following sentence, what does ""Chat"" mean?
Chat, how does this look?

Select only one answer.
A) Friends with benefits
B) The vagina
C) To refer to ones imaginary audience like an internet steamer
D) chatter, prattle

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:14.496975+00:00
34,1,row_033,Cheeks,General,local_phi4,C,D,C,True,False,"In the following sentence, what does ""Cheeks"" mean?
That movie was cheeks.

Select only one answer.
A) Someone that is too much of a fan of something
B) An affirmative agreement
C) Somehting that is poor quality
D) the fleshy side of the face below the eye and above and to the side of the mouth

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:14.676317+00:00
35,1,row_034,chenta,Insult,local_phi4,A,,A,True,False,"In the following sentence, what does ""chenta"" mean?
You are looking really chenta.

Select only one answer.
A) Something ugly or unattractive
B) sex
C) Age Sex Location
D) Someone that is boring

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:14.848605+00:00
36,1,row_035,cheugy,Insult,local_phi4,D,,D,True,False,"In the following sentence, what does ""cheugy"" mean?
That girl had such a cheugy outfit.

Select only one answer.
A) drunk
B) An older person who is out of touch
C) A large ass that stands out.
D) Somehting uncool or unfashionable

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:15.024693+00:00
37,1,row_036,chi-mo,Identity,local_phi4,A,,A,True,False,"In the following sentence, what does ""chi-mo"" mean?
Go fuck that chi-mo up.

Select only one answer.
A) A chlid molestor
B) Sociopath
C) Something done regularly
D) To give sympathy or signify a failure

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:15.196916+00:00
38,1,row_037,Chungus,General,local_phi4,B,,B,True,False,"In the following sentence, what does ""Chungus"" mean?
Thats a very chungus pizza.

Select only one answer.
A) Somehting uncool or unfashionable
B) Something that is adorably and chunky
C) Someone who acts tries to act entertaining and amuzingly relentlessly
D) To be honest about something

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:15.378486+00:00
39,1,row_038,Clocked,Violence,local_phi4,D,B,D,True,False,"In the following sentence, what does ""Clocked"" mean?
He totally clocked that guy.

Select only one answer.
A) Acting crazily
B) to time with a stopwatch or by an electric timing device
C) a live-action role-playing game in which a group of people enacts a fictional scenario (such as a fantasy adventure) in real time typically under the guidance of a facilitator or organizer; also : the activity of participating in such games : larping
D) When something hidden gets called out

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:15.568253+00:00
40,1,row_039,Cooked,General,local_phi4,C,B,C,True,False,"In the following sentence, what does ""Cooked"" mean?
You're cooked

Select only one answer.
A) Get to the point
B) past tense and past participle of cook
C) Done or ruined
D) A hot dog

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:15.741224+00:00
41,1,row_040,coota suit,Identity,local_phi4,A,,D,False,False,"In the following sentence, what does ""coota suit"" mean?
Im gonna hit the town in my coota suit.

Select only one answer.
A) An all denim outfit
B) A hot dog
C) An emotional meltdown
D) Describes activities or situations that are sexually aggressive

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:15.919039+00:00
42,1,row_041,Crashout,General,local_phi4,B,D,B,True,False,"In the following sentence, what does ""Crashout"" mean?
Jen had a total crashout after her breakup

Select only one answer.
A) A term of endearment for a significant other
B) An emotional meltdown
C) Someone who deliberatly acts in ways to annoy or anger a group of people online.
D) a vehicular crash

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:16.098557+00:00
43,1,row_042,Cringe,General,local_phi4,D,,D,True,False,"In the following sentence, what does ""Cringe"" mean?
Did you hear that pickup line? It was totally cringe!

Select only one answer.
A) Saying something secretive or to keep low profile
B) To manipulated, trick, or fool someone
C) A term of endearment for a significant other
D) to recoil in distaste

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:16.277675+00:00
44,1,row_043,crower,Insult,local_phi4,D,,D,True,False,"In the following sentence, what does ""crower"" mean?
Stop sitting around and being a crower

Select only one answer.
A) The videos one find on social media that cause people to scroll and do nothign for hours
B) An emotional meltdown
C) A canabis based cigarette that needs two paper rolls
D) Someone who sitts around commenting about others

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:16.458672+00:00
45,1,row_044,cuck,Insult,local_phi4,C,D,D,False,True,"In the following sentence, what does ""cuck"" mean?
That guy must be a cuck letting his wife talk to others like that.

Select only one answer.
A) A term used by incels to refer to women in a way that dehumanizes them.
B) An unpopular opinion
C) A term for someone that enjoys watching their wife have sex with another man
D) a man whose wife is unfaithful : cuckold

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:16.642700+00:00
46,1,row_045,d-low,General,local_phi4,C,,C,True,False,"In the following sentence, what does ""d-low"" mean?
Keep it on the d-low, okay?

Select only one answer.
A) Something that is reallly good.
B) Describes activities or situations that are sexually aggressive
C) To keep secretive or obscure
D) Methodone

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:16.817419+00:00
47,1,row_046,daggers,General,local_phi4,D,A,D,True,False,"In the following sentence, what does ""daggers"" mean?
Lets hit the dance floor and do the start daggering.

Select only one answer.
A) a sharp pointed knife for stabbing
B) A commonplace person
C) sex
D) A provocative dance

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:16.991025+00:00
48,1,row_047,Ded,General,local_phi4,A,,A,True,False,"In the following sentence, what does ""Ded"" mean?
I'm ded

Select only one answer.
A) To metaphorically die of laughter
B) An independent, strong person
C) Someone weak or a follower
D) A term for friends

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:17.165467+00:00
49,1,row_048,Delulu,General,local_phi4,B,,B,True,False,"In the following sentence, what does ""Delulu"" mean?
I'm feeling delulu after that show.

Select only one answer.
A) A sexual relationship developed from situations without clear future intentions
B) Delusional
C) Short for happening
D) A term to discuss sexual experiences

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:17.339363+00:00
50,1,row_049,Dog water,Insult,local_phi4,A,,A,True,False,"In the following sentence, what does ""Dog water"" mean?
You are playing like dog water.

Select only one answer.
A) Something low quality or bad
B) To show off
C) a significant other
D) Get to the point

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:17.513066+00:00
51,1,row_050,doommaxxing,Identity,local_phi4,D,,D,True,False,"In the following sentence, what does ""doommaxxing"" mean?
I'm just gonna be doommaxxing all weekend.

Select only one answer.
A) An insulting term to refer to someone as stupid
B) Methodone
C) Friends with benefits
D) The abandonment of responsibilities

Respond with only the letter of your answer (A, B, C, or D).",D) The abandonment of responsibilities,2026-06-11T22:37:17.777418+00:00
52,1,row_051,Dope,General,local_phi4,C,A,C,True,False,"In the following sentence, what does ""Dope"" mean?
That car is dope.

Select only one answer.
A) a stupid person
B) A person who is very good at spotting a lie
C) Cool
D) Poorly dressed

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:17.950071+00:00
53,1,row_052,Drip,Identity,local_phi4,C,D,C,True,False,"In the following sentence, what does ""Drip"" mean?
How is the drip?

Select only one answer.
A) Something that is better then everything else
B) I just burst out laughing
C) Stylish or flashy outfit style
D) to let fall in drops

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:18.123973+00:00
54,1,row_053,DTF,Sexual,local_phi4,C,,C,True,False,"In the following sentence, what does ""DTF"" mean?
She was totally DTF after the first date.

Select only one answer.
A) To focus on making one as physically attractive as possible
B) The greatest of all time
C) Down to fuck
D) To make a jawline more defined

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:18.299134+00:00
55,1,row_054,dubs,General,local_phi4,A,D,A,True,False,"In the following sentence, what does ""dubs"" mean?
Take home the dubs!

Select only one answer.
A) To win
B) A term used by incels to refer to women in a way that dehumanizes them.
C) To prepare for a fight
D) to add (sound effects or new dialogue) to a film or to a radio or television production —usually used with in

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:18.481254+00:00
56,1,row_055,epi,General,local_phi4,C,,C,True,False,"In the following sentence, what does ""epi"" mean?
Watch out, hes going through an epi.

Select only one answer.
A) The greatest of all time
B) A type of marijuana
C) Epileptic fit from a synthetic canabis
D) A large ass that stands out.

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:18.667202+00:00
57,1,row_056,F,General,local_phi4,B,A,B,True,False,"In the following sentence, what does ""F"" mean?
I almost had that one. F.

Select only one answer.
A) the 6th letter of the English alphabet
B) To give sympathy or signify a failure
C) Throwing something
D) Fuckboy, someone just looking for sex

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:18.842565+00:00
58,1,row_057,Fanum Tax,General,local_phi4,C,,C,True,False,"In the following sentence, what does ""Fanum Tax"" mean?
I was at dinner with my girl and she fanum taxed me.

Select only one answer.
A) Someone who is very stubborn
B) Someone who refused to wear a mask in covid times.
C) the playful act of taking a friend's food
D) Something that is better then everything else

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:19.037268+00:00
59,1,row_058,FBOI,Sexual,local_phi4,A,,A,True,False,"In the following sentence, what does ""FBOI"" mean?
She just needs a FBOI to gegt out of her slump.

Select only one answer.
A) Fuckboy, someone just looking for sex
B) A sudden feeling of disguest or repultion towards someone.
C) Ending the discussion on a topic
D) Fashionable or stylish

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:19.217739+00:00
60,1,row_059,Fire,General,local_phi4,C,B,C,True,False,"In the following sentence, what does ""Fire"" mean?
That game war fire!

Select only one answer.
A) Another term that stands for that hoe over there
B) the phenomenon of combustion manifested in light, flame, and heat
C) Something really good
D) Someone weak or a follower

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:19.395689+00:00
61,1,row_060,Flex,General,local_phi4,B,C,B,True,False,"In the following sentence, what does ""Flex"" mean?
Vinny with the car flex.

Select only one answer.
A) Somehting that is poor quality
B) To show off
C) to bend especially repeatedly
D) A term used to describe a baby raised in a gender neutral environment

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:19.571342+00:00
62,1,row_061,foid,Insult,local_phi4,B,,B,True,False,"In the following sentence, what does ""foid"" mean?
Their was this group of foids at the store earlier, I couldn't satnd them!

Select only one answer.
A) A commonplace person
B) A term used by incels to refer to women in a way that dehumanizes them.
C) To focus on making one as physically attractive as possible
D) The vagina

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:19.753049+00:00
63,1,row_062,Fuckboy,Sexual,local_phi4,D,,D,True,False,"In the following sentence, what does ""Fuckboy"" mean?
That guy gave off total fuckboy energy.

Select only one answer.
A) To mastrubate for extremeely long period regularly
B) Someone who deliberatly acts in ways to annoy or anger a group of people online.
C) As Fuck
D) Fuckboy, someone just looking for sex

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:19.936482+00:00
64,1,row_063,fuckwhistle,Insult,local_phi4,A,,A,True,False,"In the following sentence, what does ""fuckwhistle"" mean?
Get out of here you fuckwhistle!

Select only one answer.
A) An insulting term to refer to someone as stupid
B) When you are outnumbered in a fight and call black people for the win
C) Talking too much
D) Something done regularly

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:20.115725+00:00
65,1,row_064,Full send,General,local_phi4,C,,C,True,False,"In the following sentence, what does ""Full send"" mean?
I'm about to full send on this test!

Select only one answer.
A) Weak or effeminate
B) Someone that is too much of a fan of something
C) Go in 100% on something
D) Sociopath

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:20.292038+00:00
66,1,row_065,FWB,Sexual,local_phi4,B,,B,True,False,"In the following sentence, what does ""FWB"" mean?
Yea, we started a FWB sort of thing.

Select only one answer.
A) To express disappointment dramatically
B) Friends with benefits
C) A dance move
D) A sexual relationship developed from situations without clear future intentions

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:20.471312+00:00
67,1,row_066,G-wagon,General,local_phi4,B,,B,True,False,"In the following sentence, what does ""G-wagon"" mean?
Yo, check out that g-wagon!

Select only one answer.
A) used to mock spoiled kids
B) Mercedes Benz G class
C) Someone that is too left leaning politically
D) sweet talk

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:20.647950+00:00
68,1,row_067,gabadost,Identity,local_phi4,A,,C,False,False,"In the following sentence, what does ""gabadost"" mean?
Did you even listen to me? Gabadost!

Select only one answer.
A) Someone who is very stubborn
B) A man that is feminine in nature
C) Saying something secretive or to keep low profile
D) A term used to describe a baby raised in a gender neutral environment

Respond with only the letter of your answer (A, B, C, or D).",C) Saying something secretive or to keep low profile,2026-06-11T22:37:20.995633+00:00
69,1,row_068,Giga Chad,Identity,local_phi4,A,,A,True,False,"In the following sentence, what does ""Giga Chad"" mean?
Did you see how he lifted that? What a giga chad.

Select only one answer.
A) A near superhuman perfect male
B) An insulting term to refer to someone as stupid
C) Down to fuck
D) Someone who is very stubborn

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:21.176641+00:00
70,1,row_069,Glazing,Insult,local_phi4,D,A,A,False,True,"In the following sentence, what does ""Glazing"" mean?
Stop glazing over One Piece, its not that good.

Select only one answer.
A) the action, process, or trade of fitting windows with glass
B) To mastrubate for extremeely long period regularly
C) A dance move
D) Someone that is too much of a fan of something

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-11T22:37:21.360856+00:00
71,1,row_070,Glee,Violence,local_phi4,A,D,D,False,True,"In the following sentence, what does ""Glee"" mean?
Grab your glee and get outta here!

Select only one answer.
A) A glock pistol
B) Something that appears mundane but has hidden potential
C) To be fierce and unapologetic withing a social situation
D) exultant high-spirited joy : merriment

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:21.544171+00:00
72,1,row_071,glitter,Identity,local_phi4,A,D,D,False,True,"In the following sentence, what does ""glitter"" mean?
Go out htere and glittter!

Select only one answer.
A) A term to support someone going through a gender change.
B) A loss or failure
C) cocaine
D) to shine by reflection with many small flashes of brilliant light : sparkle

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-11T22:37:21.723183+00:00
73,1,row_072,glizzy,General,local_phi4,C,,C,True,False,"In the following sentence, what does ""glizzy"" mean?
Hey, lets grab some costco glizzys before we go.

Select only one answer.
A) To refer to ones imaginary audience like an internet steamer
B) Someone that is too left leaning politically
C) A hot dog
D) A loss or failure

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:21.901456+00:00
74,1,row_073,Goated,General,local_phi4,B,,B,True,False,"In the following sentence, what does ""Goated"" mean?
That play was goated

Select only one answer.
A) A reference for ass
B) The greatest of all time
C) Somehting that is poor quality
D) To knock someone out

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:22.077287+00:00
75,1,row_074,Gooning,Sexual,local_phi4,C,,C,True,False,"In the following sentence, what does ""Gooning"" mean?
He looks like he was gooning all break

Select only one answer.
A) Very good
B) The anus
C) Prolonged masturbation
D) Money

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-11T22:37:22.251396+00:00
76,1,row_075,goonmaxxing,Identity,local_phi4,B,,B,True,False,"In the following sentence, what does ""goonmaxxing"" mean?
He's been spending all summer goonmaxxing in his room

Select only one answer.
A) Used to mock someone who doesnt think for themselves, says things repeatedly, or has no opinions
B) To mastrubate for extremeely long period regularly
C) used to mock spoiled kids
D) to recoil in distaste

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-11T22:37:22.437613+00:00
