run_id,iteration,prompt_id,slang_term,term_type,model,correct_letter,literal_letter,model_answer,is_correct,chose_literal,full_prompt,raw_response,timestamp_utc
11,1,row_010,backoff,Sexual,local_qwen27b,C,D,C,True,False,"In the following sentence, what does ""backoff"" mean?
That girl has a fat backoff!

Select only one answer.
A) Another term that stands for that hoe over there
B) A term used to describe a baby raised in a gender neutral environment
C) A large ass that stands out.
D) back down

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:10:34.239199+00:00
12,1,row_011,Bae,Sexual,local_qwen27b,C,,C,True,False,"In the following sentence, what does ""Bae"" mean?
She's my bae.

Select only one answer.
A) Short for happening
B) crazy or erratic
C) A significant other
D) Charisma

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:10:42.819999+00:00
13,1,row_012,bareface,Identity,local_qwen27b,C,D,C,True,False,"In the following sentence, what does ""bareface"" mean?
I saw a group of barefaces at the store this morning, so I won't be going back.

Select only one answer.
A) sweet talk
B) Down to fuck
C) Someone who refused to wear a mask in covid times.
D) having a clear finish and no nap

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:10:59.573896+00:00
14,1,row_013,based,General,local_qwen27b,C,A,C,True,False,"In the following sentence, what does ""based"" mean?
That show was based.

Select only one answer.
A) having a specified type of base or basis —often used in combination
B) Something untrue or unbeleivable
C) An unpopular opinion
D) Used to mock someone who doesnt think for themselves, says things repeatedly, or has no opinions

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:11:48.055167+00:00
15,1,row_014,Basic,Identity,local_qwen27b,A,B,A,True,False,"In the following sentence, what does ""Basic"" mean?
Shes so basic.

Select only one answer.
A) Someone that is boring
B) of, relating to, or forming the base or essence : fundamental
C) Poorly dressed
D) Something low quality or bad

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:12:12.734765+00:00
16,1,row_015,bb,Sexual,local_qwen27b,C,A,C,True,False,"In the following sentence, what does ""bb"" mean?
Hey bb, lets grab some food.

Select only one answer.
A) a shot pellet 0.18 inch in diameter for use in a shotgun cartridge
B) Someone who prepares for doomsday scenarios
C) A term for baby that people will call their significant other.
D) To make lifestyle changes to make your life more holistic

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:12:22.838149+00:00
17,1,row_016,Bet,General,local_qwen27b,B,C,B,True,False,"In the following sentence, what does ""Bet"" mean?
bet, lets go.

Select only one answer.
A) Something ugly or unattractive
B) An affirmative agreement
C) something that is laid, staked, or pledged typically between two parties on the outcome of a contest or a contingent issue : wager —often used figuratively in such phrases as all bets are off to stress the uncertainty of an outcome
D) To win

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:12:38.902473+00:00
18,1,row_017,Beta,Identity,local_qwen27b,D,A,D,True,False,"In the following sentence, what does ""Beta"" mean?
The beta's of the world aren't gonna like that.

Select only one answer.
A) the 2nd letter of the Greek alphabet
B) Someone that travels abroad with the sole purpose of having sex
C) A stereotypical alpha male that is strong, handsome, and attracts women.
D) Someone weak or a follower

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:13:00.460233+00:00
19,1,row_018,Bih,General,local_qwen27b,A,,D,False,False,"In the following sentence, what does ""Bih"" mean?
Bih, what?

Select only one answer.
A) Short for Bitch
B) A sudden feeling of disguest or repultion towards someone.
C) the playful act of taking a friend's food
D) an expression of surprise

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:13:18.339761+00:00
20,1,row_019,bine,Violence,local_qwen27b,D,C,D,True,False,"In the following sentence, what does ""bine"" mean?
Load the nine with ine and selek it.

Select only one answer.
A) A cigarette
B) the playful act of taking a friend's food
C) a twining stem or flexible shoot (as of the hop); also : a plant (such as woodbine) whose shoots are bines
D) bullets

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:16:19.274987+00:00
21,1,row_020,blackup,Violence,local_qwen27b,D,,D,True,False,"In the following sentence, what does ""blackup"" mean?
We are outnumbered. Call for black up.

Select only one answer.
A) Sociopath
B) Used to address friends with exasperation, releif, or disbeleif.
C) To express disbelief
D) When you are outnumbered in a fight and call black people for the win

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:16:54.804356+00:00
22,1,row_021,Brain Rot,General,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""Brain Rot"" mean?
Kids these days just sit around and watch brain rot.

Select only one answer.
A) A large ass that stands out.
B) The videos one find on social media that cause people to scroll and do nothign for hours
C) A rule used by some for dating that refers to someone who is six feet tall, has a 6 figure income, and has six-pack abs
D) To express excitement or approval for something

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:17:15.457272+00:00
23,1,row_022,brizzy,Drugs,local_qwen27b,D,,D,True,False,"In the following sentence, what does ""brizzy"" mean?
Quickly, grab the brizzy.

Select only one answer.
A) to aggrivate
B) sweet talk
C) a live-action role-playing game in which a group of people enacts a fictional scenario (such as a fantasy adventure) in real time typically under the guidance of a facilitator or organizer; also : the activity of participating in such games : larping
D) A kilo of cocaine

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:18:22.558874+00:00
24,1,row_023,broomhandle,Violence,local_qwen27b,D,,D,True,False,"In the following sentence, what does ""broomhandle"" mean?
Get your broomhandle, we gotta go.

Select only one answer.
A) Used to mock someone who doesnt think for themselves, says things repeatedly, or has no opinions
B) Someone unappealing
C) To express disappointment dramatically
D) A mauser C96 pistol

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:19:01.504502+00:00
25,1,row_024,bruh!,General,local_qwen27b,C,A,C,True,False,"In the following sentence, what does ""bruh!"" mean?
Bruh! What was that?

Select only one answer.
A) brother
B) To be honest about something
C) Used to address friends with exasperation, releif, or disbeleif.
D) Someone who acts tries to act entertaining and amuzingly relentlessly

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:19:39.575829+00:00
26,1,row_025,Bruzz,General,local_qwen27b,C,,C,True,False,"In the following sentence, what does ""Bruzz"" mean?
Whats up bruzz?

Select only one answer.
A) Main Character - Someone that acts as if they are the star of a story
B) To stab or shoot
C) A term for friends
D) Someone that travels abroad with the sole purpose of having sex

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:19:55.075531+00:00
27,1,row_026,Bussin',General,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""Bussin'"" mean?
This pizza is bussin, on god!

Select only one answer.
A) Very good
B) Used to refer to the social media platforms one uses
C) A cigarette
D) bullets

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:20:10.664097+00:00
28,1,row_027,Cake,Sexual,local_qwen27b,C,A,C,True,False,"In the following sentence, what does ""Cake"" mean?
Shes looking real caked up!

Select only one answer.
A) a breadlike food made from a dough or batter that is usually fried or baked in small flat shapes and is often unleavened
B) Something done regularly
C) A reference for ass
D) Something that appears mundane but has hidden potential

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:20:49.571679+00:00
29,1,row_028,Cap,General,local_qwen27b,B,D,B,True,False,"In the following sentence, what does ""Cap"" mean?
You're cappin. No way.

Select only one answer.
A) A loss or failure
B) Something untrue or unbeleivable
C) Done or ruined
D) a head covering especially with a visor and no brim

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:21:04.923387+00:00
30,1,row_029,Chad,Identity,local_qwen27b,C,A,C,True,False,"In the following sentence, what does ""Chad"" mean?
That was a total chad move.

Select only one answer.
A) small pieces of paper or cardboard produced in punching paper tape or data cards; also : a piece of chad.
B) A near superhuman perfect male
C) A stereotypical alpha male that is strong, handsome, and attracts women.
D) To stab or shoot

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:21:45.400318+00:00
31,1,row_030,Chaddam,Identity,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""Chaddam"" mean?
Did you see the chaddam at the restraunt earlier?

Select only one answer.
A) An incel term for an attractive middle eastern man
B) Used to refer to the social media platforms one uses
C) drunk
D) A sexual relationship developed from situations without clear future intentions

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:22:31.860733+00:00
32,1,row_031,Chang,Drugs,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""Chang"" mean?
Hey , you got a hookup for chang?

Select only one answer.
A) Someone that tries really hard to impress their crush
B) cocaine
C) An unattractive girl
D) Something that appears mundane but has hidden potential

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:22:46.520472+00:00
33,1,row_032,Chat,General,local_qwen27b,A,C,A,True,False,"In the following sentence, what does ""Chat"" mean?
Chat, how does this look?

Select only one answer.
A) To refer to ones imaginary audience like an internet steamer
B) A strong, leader who commands those around them
C) chatter, prattle
D) Someone unappealing

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:23:16.681213+00:00
34,1,row_033,Cheeks,General,local_qwen27b,A,D,A,True,False,"In the following sentence, what does ""Cheeks"" mean?
That movie was cheeks.

Select only one answer.
A) Somehting that is poor quality
B) To refer to ones imaginary audience like an internet steamer
C) sex
D) the fleshy side of the face below the eye and above and to the side of the mouth

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:23:30.289691+00:00
35,1,row_034,chenta,Insult,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""chenta"" mean?
You are looking really chenta.

Select only one answer.
A) Something ugly or unattractive
B) Used to refer to the social media platforms one uses
C) To make a jawline more defined
D) a significant other

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:23:57.317520+00:00
36,1,row_035,cheugy,Insult,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""cheugy"" mean?
That girl had such a cheugy outfit.

Select only one answer.
A) the playful act of taking a friend's food
B) Somehting uncool or unfashionable
C) An unattractive girl
D) a significant other

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:24:20.753351+00:00
37,1,row_036,chi-mo,Identity,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""chi-mo"" mean?
Go fuck that chi-mo up.

Select only one answer.
A) To metaphorically die of laughter
B) A chlid molestor
C) To mastrubate for extremeely long period regularly
D) Someone weak or a follower

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:24:48.575370+00:00
38,1,row_037,Chungus,General,local_qwen27b,C,,C,True,False,"In the following sentence, what does ""Chungus"" mean?
Thats a very chungus pizza.

Select only one answer.
A) A submissive male that is often outside of traditional social hierarchies
B) A person who is very good at spotting a lie
C) Something that is adorably and chunky
D) Something that appears mundane but has hidden potential

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:25:03.788840+00:00
39,1,row_038,Clocked,Violence,local_qwen27b,D,A,D,True,False,"In the following sentence, what does ""Clocked"" mean?
He totally clocked that guy.

Select only one answer.
A) to time with a stopwatch or by an electric timing device
B) Age Sex Location
C) Cancer
D) When something hidden gets called out

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:25:20.994815+00:00
40,1,row_039,Cooked,General,local_qwen27b,C,B,C,True,False,"In the following sentence, what does ""Cooked"" mean?
You're cooked

Select only one answer.
A) An incel term meaning kissless, hugless, handholdless virgin
B) past tense and past participle of cook
C) Done or ruined
D) Something that is reallly good.

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:25:44.100727+00:00
41,1,row_040,coota suit,Identity,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""coota suit"" mean?
Im gonna hit the town in my coota suit.

Select only one answer.
A) crazy or erratic
B) An all denim outfit
C) Ending the discussion on a topic
D) Something that is better then everything else

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:25:59.155111+00:00
42,1,row_041,Crashout,General,local_qwen27b,C,A,C,True,False,"In the following sentence, what does ""Crashout"" mean?
Jen had a total crashout after her breakup

Select only one answer.
A) a vehicular crash
B) A submissive male that is often outside of traditional social hierarchies
C) An emotional meltdown
D) Go in 100% on something

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:26:15.869177+00:00
43,1,row_042,Cringe,General,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""Cringe"" mean?
Did you hear that pickup line? It was totally cringe!

Select only one answer.
A) bullets
B) to recoil in distaste
C) Someone that is boring
D) To stab or shoot

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:26:40.721120+00:00
44,1,row_043,crower,Insult,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""crower"" mean?
Stop sitting around and being a crower

Select only one answer.
A) Someone who sitts around commenting about others
B) A man that takes care of children
C) A sexual relationship developed from situations without clear future intentions
D) Down to fuck

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:27:41.835650+00:00
45,1,row_044,cuck,Insult,local_qwen27b,C,B,B,False,True,"In the following sentence, what does ""cuck"" mean?
That guy must be a cuck letting his wife talk to others like that.

Select only one answer.
A) A reaction to something uncomfortable
B) a man whose wife is unfaithful : cuckold
C) A term for someone that enjoys watching their wife have sex with another man
D) Someone that travels abroad with the sole purpose of having sex

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:28:20.227912+00:00
46,1,row_045,d-low,General,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""d-low"" mean?
Keep it on the d-low, okay?

Select only one answer.
A) To keep secretive or obscure
B) An insult saying that the problem is due to lack of skill rather then luck
C) To do something impressive
D) Somehting that is poor quality

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:28:26.992891+00:00
47,1,row_046,daggers,General,local_qwen27b,A,C,A,True,False,"In the following sentence, what does ""daggers"" mean?
Lets hit the dance floor and do the start daggering.

Select only one answer.
A) A provocative dance
B) Someone that is boring
C) a sharp pointed knife for stabbing
D) An older person who is out of touch

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:28:40.967677+00:00
48,1,row_047,Ded,General,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""Ded"" mean?
I'm ded

Select only one answer.
A) To metaphorically die of laughter
B) A man that takes care of children
C) To express excitement or approval for something
D) Something that is messed up or not right.

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:29:01.342890+00:00
49,1,row_048,Delulu,General,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""Delulu"" mean?
I'm feeling delulu after that show.

Select only one answer.
A) Delusional
B) Something ugly or unattractive
C) A sexual relationship developed from situations without clear future intentions
D) A knife

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:29:22.915986+00:00
50,1,row_049,Dog water,Insult,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""Dog water"" mean?
You are playing like dog water.

Select only one answer.
A) Something that is messed up or not right.
B) Something low quality or bad
C) A loud and messy conflict
D) A man that is feminine in nature

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:29:52.818271+00:00
51,1,row_050,doommaxxing,Identity,local_qwen27b,D,,D,True,False,"In the following sentence, what does ""doommaxxing"" mean?
I'm just gonna be doommaxxing all weekend.

Select only one answer.
A) bullets
B) An attractive older man
C) The videos one find on social media that cause people to scroll and do nothign for hours
D) The abandonment of responsibilities

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:30:22.954986+00:00
52,1,row_051,Dope,General,local_qwen27b,A,C,A,True,False,"In the following sentence, what does ""Dope"" mean?
That car is dope.

Select only one answer.
A) Cool
B) A term of endearment for a significant other
C) a stupid person
D) One True Pairing

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:30:36.977122+00:00
53,1,row_052,Drip,Identity,local_qwen27b,D,A,D,True,False,"In the following sentence, what does ""Drip"" mean?
How is the drip?

Select only one answer.
A) to let fall in drops
B) A homosexual cowboy
C) Down to fuck
D) Stylish or flashy outfit style

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:30:50.520749+00:00
54,1,row_053,DTF,Sexual,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""DTF"" mean?
She was totally DTF after the first date.

Select only one answer.
A) Down to fuck
B) An unattractive girl
C) A loss or failure
D) Something that is reallly good.

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:31:02.644246+00:00
55,1,row_054,dubs,General,local_qwen27b,D,C,D,True,False,"In the following sentence, what does ""dubs"" mean?
Take home the dubs!

Select only one answer.
A) sweet talk
B) Something that is better then everything else
C) to add (sound effects or new dialogue) to a film or to a radio or television production —usually used with in
D) To win

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:31:17.223460+00:00
56,1,row_055,epi,General,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""epi"" mean?
Watch out, hes going through an epi.

Select only one answer.
A) Activities that involve cultivating ones Aura
B) Epileptic fit from a synthetic canabis
C) To be high or drunk
D) To metaphorically die of laughter

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:32:21.120616+00:00
57,1,row_056,F,General,local_qwen27b,D,B,D,True,False,"In the following sentence, what does ""F"" mean?
I almost had that one. F.

Select only one answer.
A) To tie up an arm to isolate a vein for injecting a drug
B) the 6th letter of the English alphabet
C) the playful act of taking a friend's food
D) To give sympathy or signify a failure

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:32:33.428722+00:00
58,1,row_057,Fanum Tax,General,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""Fanum Tax"" mean?
I was at dinner with my girl and she fanum taxed me.

Select only one answer.
A) the playful act of taking a friend's food
B) To check the mood of a situation
C) Main Character - Someone that acts as if they are the star of a story
D) A cigarette

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:32:57.447790+00:00
59,1,row_058,FBOI,Sexual,local_qwen27b,A,,A,True,False,"In the following sentence, what does ""FBOI"" mean?
She just needs a FBOI to gegt out of her slump.

Select only one answer.
A) Fuckboy, someone just looking for sex
B) A sudden feeling of disguest or repultion towards someone.
C) A homosexual cowboy
D) Something that is better then everything else

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:33:11.434247+00:00
60,1,row_059,Fire,General,local_qwen27b,D,B,D,True,False,"In the following sentence, what does ""Fire"" mean?
That game war fire!

Select only one answer.
A) Someone that tries really hard to impress their crush
B) the phenomenon of combustion manifested in light, flame, and heat
C) To keep secretive or obscure
D) Something really good

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:33:23.531779+00:00
61,1,row_060,Flex,General,local_qwen27b,A,D,A,True,False,"In the following sentence, what does ""Flex"" mean?
Vinny with the car flex.

Select only one answer.
A) To show off
B) Talking too much
C) An unpopular opinion
D) to bend especially repeatedly

Respond with only the letter of your answer (A, B, C, or D).",A,2026-06-12T02:33:39.182662+00:00
62,1,row_061,foid,Insult,local_qwen27b,C,,C,True,False,"In the following sentence, what does ""foid"" mean?
Their was this group of foids at the store earlier, I couldn't satnd them!

Select only one answer.
A) Used to refer to the social media platforms one uses
B) to aggrivate
C) A term used by incels to refer to women in a way that dehumanizes them.
D) The vagina

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:33:56.759620+00:00
63,1,row_062,Fuckboy,Sexual,local_qwen27b,C,,C,True,False,"In the following sentence, what does ""Fuckboy"" mean?
That guy gave off total fuckboy energy.

Select only one answer.
A) An insult saying that the problem is due to lack of skill rather then luck
B) A fool or a prick
C) Fuckboy, someone just looking for sex
D) An all denim outfit

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:34:10.690894+00:00
64,1,row_063,fuckwhistle,Insult,local_qwen27b,D,,D,True,False,"In the following sentence, what does ""fuckwhistle"" mean?
Get out of here you fuckwhistle!

Select only one answer.
A) Crack cocaine
B) Someone who acts tries to act entertaining and amuzingly relentlessly
C) Someone that tries really hard to impress their crush
D) An insulting term to refer to someone as stupid

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:34:57.699440+00:00
65,1,row_064,Full send,General,local_qwen27b,D,,D,True,False,"In the following sentence, what does ""Full send"" mean?
I'm about to full send on this test!

Select only one answer.
A) An unpopular opinion
B) to recoil in distaste
C) Saying something secretive or to keep low profile
D) Go in 100% on something

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:35:07.865917+00:00
66,1,row_065,FWB,Sexual,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""FWB"" mean?
Yea, we started a FWB sort of thing.

Select only one answer.
A) To express disappointment dramatically
B) Friends with benefits
C) A fool or a prick
D) when a reply gets more than the original post

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:35:22.576278+00:00
67,1,row_066,G-wagon,General,local_qwen27b,C,,C,True,False,"In the following sentence, what does ""G-wagon"" mean?
Yo, check out that g-wagon!

Select only one answer.
A) To express disappointment dramatically
B) Someone who is the last person to leave a location and the first to come back in the morning
C) Mercedes Benz G class
D) An incel term meaning kissless, hugless, handholdless virgin

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:35:36.632147+00:00
68,1,row_067,gabadost,Identity,local_qwen27b,A,,B,False,False,"In the following sentence, what does ""gabadost"" mean?
Did you even listen to me? Gabadost!

Select only one answer.
A) Someone who is very stubborn
B) A distinct trait, style, or outfit, often used in drag culture
C) A term used to describe a baby raised in a gender neutral environment
D) A provocative dance

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:36:05.973048+00:00
69,1,row_068,Giga Chad,Identity,local_qwen27b,C,,C,True,False,"In the following sentence, what does ""Giga Chad"" mean?
Did you see how he lifted that? What a giga chad.

Select only one answer.
A) To check the mood of a situation
B) An emotional meltdown
C) A near superhuman perfect male
D) A term to support someone going through a gender change.

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:36:23.455840+00:00
70,1,row_069,Glazing,Insult,local_qwen27b,C,D,C,True,False,"In the following sentence, what does ""Glazing"" mean?
Stop glazing over One Piece, its not that good.

Select only one answer.
A) A cigarette
B) Someone who is the last person to leave a location and the first to come back in the morning
C) Someone that is too much of a fan of something
D) the action, process, or trade of fitting windows with glass

Respond with only the letter of your answer (A, B, C, or D).",C,2026-06-12T02:36:57.383070+00:00
71,1,row_070,Glee,Violence,local_qwen27b,B,C,B,True,False,"In the following sentence, what does ""Glee"" mean?
Grab your glee and get outta here!

Select only one answer.
A) A dance move
B) A glock pistol
C) exultant high-spirited joy : merriment
D) Gossip

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:37:28.706872+00:00
72,1,row_071,glitter,Identity,local_qwen27b,A,D,B,False,False,"In the following sentence, what does ""glitter"" mean?
Go out htere and glittter!

Select only one answer.
A) A term to support someone going through a gender change.
B) something intense, aggressive, and unfiltered
C) Sociopath
D) to shine by reflection with many small flashes of brilliant light : sparkle

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:38:34.463390+00:00
73,1,row_072,glizzy,General,local_qwen27b,D,,D,True,False,"In the following sentence, what does ""glizzy"" mean?
Hey, lets grab some costco glizzys before we go.

Select only one answer.
A) Irritated, bitter, or resentful
B) Something very good
C) A kilo of cocaine
D) A hot dog

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:38:53.721628+00:00
74,1,row_073,Goated,General,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""Goated"" mean?
That play was goated

Select only one answer.
A) A charismatic, sexy, and quick witted man
B) The greatest of all time
C) Something done regularly
D) Someone who sitts around commenting about others

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:39:09.387857+00:00
75,1,row_074,Gooning,Sexual,local_qwen27b,B,,B,True,False,"In the following sentence, what does ""Gooning"" mean?
He looks like he was gooning all break

Select only one answer.
A) An independent, strong person
B) Prolonged masturbation
C) To do something impressive
D) Someone who is trying to get sexual attention overtly

Respond with only the letter of your answer (A, B, C, or D).",B,2026-06-12T02:39:38.518787+00:00
76,1,row_075,goonmaxxing,Identity,local_qwen27b,D,,D,True,False,"In the following sentence, what does ""goonmaxxing"" mean?
He's been spending all summer goonmaxxing in his room

Select only one answer.
A) A chlid molestor
B) Something low quality or bad
C) A nicotine pouch held between the upper lip and gums
D) To mastrubate for extremeely long period regularly

Respond with only the letter of your answer (A, B, C, or D).",D,2026-06-12T02:40:11.853208+00:00
